Date,Target Name,Target Industry Sector,"Target
Nation",Acquiror Name,Acquiror Industry Sector,"Acquiror
Nation","%
of
Shares
Acq.","%
Owned
After
Trans-
action","Value
of
Transaction
($mil)","Acquiror
Ticker
Symbol","Target
Ticker
Symbol","Acquiror
Datastream
Code","Target
Datastream
Code"
20.02.01,SocialNet Inc,Business Services,United States,MatchNet PLC,Business Services,United Kingdom,100.00,100.0,3.189,MHJG,,296370,
22.06.01,AtTrack Communications Inc,Telecommunications,United States,Minorplanet Systems PLC,Wholesale Trade-Durable Goods,United Kingdom,85.55,85.6,10.00,MPS,ATRK,898643,29176N
28.02.01,Fairey Group-BTG Valve,Metal and Metal Products,Sweden,IMI PLC,Machinery,United Kingdom,100.00,100.0,23.799,IMI,,901704,
23.02.01,"Midland Airport,British Midlnd",Air Transportation and Shipping,United Kingdom,The Go-Ahead Group PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,107.093,GOG,,135565,
01.02.01,BCA Publications Ltd,"Printing, Publishing, and Allied Services",Canada,Metal Bulletin PLC,Business Services,United Kingdom,100.00,100.0,47.167,MTLB,,901422,
12.01.01,DTZ Iberica Asesores,Business Services,Spain,DTZ Holdings PLC,Real Estate; Mortgage Bankers and Brokers,United Kingdom,36.00,36.0,1.001,DTZ,,953576,
16.05.01,Dunsterville Allen PLC,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Merivale Moore PLC,Real Estate; Mortgage Bankers and Brokers,United Kingdom,100.00,100.0,31.282,MVML,,953605,
19.01.01,Miyadera Co Ltd,Amusement and Recreation Services,Japan,BS Group PLC,Amusement and Recreation Services,United Kingdom,100.00,100.0,15.167,,,910137,
23.04.01,Bryant Group PLC,Construction Firms,United Kingdom,Taylor Woodrow PLC,Construction Firms,United Kingdom,100.00,100.0,814.048,TWOD,BRYN,900345,900320
02.04.01,Medifix Adhesive Products Ltd,"Measuring, Medical, Photo Equipment; Clocks",United Kingdom,Scapa Group PLC,Chemicals and Allied Products,United Kingdom,100.00,100.0,,SCPA,,901250,
19.02.01,Gulfstream-Engine Overhaul,Aerospace and Aircraft,United States,BBA Group PLC,Air Transportation and Shipping,United Kingdom,100.00,100.0,43.00,BBA,,900293,
16.01.01,Hughenden Motor Co Ltd,Miscellaneous Retail Trade,United Kingdom,Sytner Group PLC,Miscellaneous Retail Trade,United Kingdom,100.00,100.0,3.237,SYT,,671375,
16.01.01,Prime Selection Ltd,Business Services,United Kingdom,Parity Group PLC,Prepackaged Software,United Kingdom,100.00,100.0,9.344,PTY,,953535,
16.01.01,Television Education Network,Motion Picture Production and Distribution,United Kingdom,Einstein Channel PLC,Educational Services,United Kingdom,100.00,100.0,1.839,,,288001,
02.02.01,CHA Systems Inc,Prepackaged Software,United States,Intec Telecom Systems PLC,Prepackaged Software,United Kingdom,100.00,100.0,30.99,ITL,,295610,
17.01.01,DPA Soho Ltd,Advertising Services,United Kingdom,New Media Industries PLC,Computer and Office Equipment,United Kingdom,100.00,100.0,10.715,NMIN/,,,
17.01.01,Formula-1.co.uk,Business Services,United Kingdom,365 Corp PLC,Business Services,United Kingdom,100.00,100.0,.368,TSF,,278763,
18.01.01,Club Lottery(UK)Ltd,Amusement and Recreation Services,United Kingdom,TheBiz.com PLC,Amusement and Recreation Services,United Kingdom,100.00,100.0,.737,TBZ,,876247,
18.01.01,Entelagent Software Corp,Prepackaged Software,United States,DICOM Group PLC,Wholesale Trade-Durable Goods,United Kingdom,7.00,7.0,1.00,"DCM
DCMD",,870805,
18.01.01,Georgalos Hnos Saica-Mantecol,Food and Kindred Products,Argentina,Cadbury Schweppes PLC,Food and Kindred Products,United Kingdom,100.00,100.0,22.60,"CRBY
CSG",,900286,
07.02.01,Malcolm Family Cos,Repair Services,United Kingdom,Grampian Holdings PLC,Miscellaneous Manufacturing,United Kingdom,100.00,100.0,13.621,GRML,,901349,
18.01.01,Skills Motor-Travel Shops(4),Transportation and Shipping (except air),United Kingdom,National Express Group PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,,NEX,,301917,
06.03.01,Reflective Technologies Inc,Textile and Apparel Products,United States,Reflec PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,,REF,,870950,
19.01.01,Travac Tours and Charters LLC,Transportation and Shipping (except air),United States,World Travel Holdings PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,1.004,WTL,,298911,
22.01.01,Spedition C Werthmann,Transportation and Shipping (except air),Germany,Exel PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,21.023,EXL,,901373,
05.02.01,Alliant Kilgore Flares Co,"Measuring, Medical, Photo Equipment; Clocks",United States,Chemring Group PLC,"Measuring, Medical, Photo Equipment; Clocks",United Kingdom,100.00,100.0,22.958,CHG,,914073,
13.02.01,Orico Life Insurance Corp,Insurance,Japan,Prudential PLC,Insurance,United Kingdom,100.00,100.0,196.42,"PRU
PUK",,901521,
23.01.01,Sykes Enterprises-Localization,Business Services,United States,SDL PLC,Business Services,United Kingdom,100.00,100.0,.81,SDL,,278833,
24.01.01,ADD Distribuciones,Wholesale Trade-Durable Goods,Spain,3i Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,,,18.275,III,,960338,
11.04.01,Beazer Group Ltd,Construction Firms,United Kingdom,Persimmon PLC,Construction Firms,United Kingdom,100.00,100.0,789.633,PSN,BZH,910133,135505
24.01.01,Highfield Holdings Ltd,Health Services,United Kingdom,NHP PLC,Health Services,United Kingdom,49.00,49.0,2.17,NHP,,135197,
24.01.01,Orthogem Ltd,Business Services,United Kingdom,Oxford Technology 2 VCT PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,28.00,28.0,.058,OXH,,963390,
24.01.01,Synex Network Services Ltd,Telecommunications,United Kingdom,Mentmore Abbey PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,.896,,,905728,
25.01.01,Informed Investors Inc,Business Services,United States,WILink.com PLC,Business Services,United Kingdom,100.00,100.0,5.00,WLK,,273548,
26.01.01,Athos,Business Services,Italy,3i Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,25.65,25.7,,III,,960338,
01.02.01,Avanti Press Inc,"Printing, Publishing, and Allied Services",United States,St Ives PLC,"Printing, Publishing, and Allied Services",United Kingdom,100.00,100.0,72.00,SIV,,931202,
26.01.01,Lacemont,Food and Kindred Products,Ireland-Rep,Northern Foods PLC,Food and Kindred Products,United Kingdom,100.00,100.0,18.623,NFDS,,900801,
26.01.01,Measurement Microsystems A-Z,Electronic and Electrical Equipment,Canada,Bookham Technology PLC,Electronic and Electrical Equipment,United Kingdom,100.00,100.0,31.54,"BHM
BKHM",,29229P,
13.02.01,PS Publications Ltd,"Printing, Publishing, and Allied Services",United Kingdom,Longbridge International PLC,Business Services,United Kingdom,100.00,100.0,.658,LGI,,892012,
29.01.01,Axel Von Brand GmbH,Wholesale Trade-Durable Goods,Germany,Whatman PLC,Machinery,United Kingdom,100.00,100.0,1.641,WHM,,906362,
08.03.01,"Barclays Bank,Barclays AEDAK","Commercial Banks, Bank Holding Companies",Greece,HSBC,"Commercial Banks, Bank Holding Companies",United Kingdom,100.00,100.0,,"HB1X
HB2X
HBC
HBC1
HBC2
HSBA
HSBC
HSBC
HSBI",,507534,
01.05.01,British American Australasia,Tobacco Products,Australia,British American Tobacco PLC,Tobacco Products,United Kingdom,40.50,100.0,601.854,"BAT
BTI",,901295,
12.04.01,CrossKeys Systems Corp,Business Services,Canada,Orchestream Holdings PLC,Prepackaged Software,United Kingdom,100.00,100.0,43.144,OCH.L,"CKEY
CKY",295641,
30.01.01,Fabricated Components Inc,Wholesale Trade-Durable Goods,United States,Infast Group PLC,Wholesale Trade-Durable Goods,United Kingdom,100.00,100.0,10.25,HMCL,,910911,
31.01.01,MDC Research Group Oy,Business Services,Finland,Taylor Nelson Sofres PLC,Business Services,United Kingdom,100.00,100.0,46.305,TNS,,910707,
31.01.01,Rawlplug Group(Newmond PLC),Rubber and Miscellaneous Plastic Products,United Kingdom,BPB PLC,"Stone, Clay, Glass, and Concrete Products",United Kingdom,100.00,100.0,39.355,BPB,,900358,
30.01.01,Toft Foods Ltd,Food and Kindred Products,United Kingdom,Uniq PLC,Food and Kindred Products,United Kingdom,100.00,100.0,,UNIQ,,900804,
30.01.01,WorldNet Consulting SA,Business Services,Spain,3i Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,29.00,29.0,2.505,III,,960338,
31.01.01,Dialog Interaktif(Petra Grp),Prepackaged Software,Malaysia,Rasmallai.com PLC,Business Services,United Kingdom,30.00,30.0,.161,,,296455,
31.01.01,Diamonex Inc,Mining,United States,Morgan Crucible Co PLC,"Stone, Clay, Glass, and Concrete Products",United Kingdom,100.00,100.0,13.80,MGCA,,900408,
01.02.01,LNS Communications Inc,Business Services,United States,Chime Communications PLC,Business Services,United Kingdom,100.00,100.0,16.00,CHW,,904750,
01.02.01,Brunswick Marketing,Business Services,United Kingdom,Mainly Marketing,Business Services,United Kingdom,100.00,100.0,,,,,
01.02.01,CableCo Duplex Ltd,Metal and Metal Products,United Kingdom,Global 20 PLC,Construction Firms,United Kingdom,100.00,100.0,.282,,,288930,
01.02.01,Catchword Ltd,Business Services,United Kingdom,Ingenta PLC,Business Services,United Kingdom,100.00,100.0,24.564,IGA,,917074,
01.02.01,First Retail Finance Ltd,Credit Institutions,United Kingdom,Next PLC,Miscellaneous Retail Trade,United Kingdom,50.00,100.0,2.049,NXT,,901203,
01.02.01,First Retail Finance(Chester),Credit Institutions,United Kingdom,Bank of Scotland PLC,"Commercial Banks, Bank Holding Companies",United Kingdom,50.00,100.0,.146,BSCT,,901442,
01.02.01,ICCS MacGregor(Douglas Group),Wholesale Trade-Durable Goods,United Kingdom,Bunzl PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,,"BNL
BNZL",,901067,
01.02.01,insurancewide.com,Business Services,United Kingdom,Cox Insurance Holdings Plc,Insurance,United Kingdom,14.00,40.0,,COX,,870195,
01.02.01,"Irlam Clinic,Inpractice Surger",Health Services,United Kingdom,Oasis Healthcare PLC,Health Services,United Kingdom,100.00,100.0,.574,OSH,,298845,
02.02.01,CityWire,Business Services,United Kingdom,Reuters Group PLC,Business Services,United Kingdom,25.00,25.0,,"RTRS
RTRSY",,940420,
13.03.01,Friends Provident-Unit Trust,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Friends Ivory & Sime PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,191.013,FIS,,940938,
02.02.01,PW Market Research Group Ltd,Business Services,United Kingdom,Aegis Group PLC,Advertising Services,United Kingdom,100.00,100.0,7.356,AGS,,917597,
02.02.01,Robin Slack Dental Practice,Health Services,United Kingdom,Oasis Healthcare PLC,Health Services,United Kingdom,100.00,100.0,.077,OSH,,298845,
26.02.01,TMG Worldwide Inc,Amusement and Recreation Services,United States,e-comsport group PLC,Amusement and Recreation Services,United Kingdom,100.00,100.0,4.115,,,295139,
02.02.01,TransAffinity Inc,Business Services,United States,Affinity Internet Holdings PLC,Business Services,United Kingdom,30.00,80.0,,AIH.L,,697489,
01.03.01,Equitable Life Assurance Socie,Insurance,United Kingdom,Halifax Group PLC,"Commercial Banks, Bank Holding Companies",United Kingdom,100.00,100.0,",1101.799",HFXL,,897376,
05.02.01,Eurotel Telecom Ltd,Communications Equipment,United Kingdom,DataFlex Holdings PLC,Telecommunications,United Kingdom,100.00,100.0,1.175,DFX.L,,287731,
29.05.01,HemaSure Inc-Fixed Assets,"Measuring, Medical, Photo Equipment; Clocks",United States,Whatman PLC,Machinery,United Kingdom,100.00,100.0,25.00,WHM,,906362,
05.02.01,Noral Micrologics-Cert Assets,Electronic and Electrical Equipment,United Kingdom,ARM Holdings PLC,Electronic and Electrical Equipment,United Kingdom,100.00,100.0,,"ARM
ARMH",,679297,
25.06.01,Ebix Inc,Prepackaged Software,United States,Brit Insurance Holdings PLC,Insurance,United Kingdom,45.14,45.1,8.68,BRE,EBIX,960810,513070
06.02.01,HITEC Corp,"Measuring, Medical, Photo Equipment; Clocks",United States,First Technology PLC,Transportation Equipment,United Kingdom,100.00,100.0,4.25,FRS,,926679,
05.04.01,Morrison Management Specialist,Retail Trade-Eating and Drinking Places,United States,Compass Group PLC,Retail Trade-Eating and Drinking Places,United Kingdom,100.00,100.0,572.874,CPGL,MHI,,873306
06.02.01,Xcom Multimedia Communications,Communications Equipment,France,Pace Micro Technology PLC,Communications Equipment,United Kingdom,100.00,100.0,59.072,PIC,,875854,
16.02.01,Cakes for the Connoisseur,Wholesale Trade-Nondurable Goods,United Kingdom,Inter Link Foods PLC,Food and Kindred Products,United Kingdom,100.00,100.0,4.507,ITF,,686655,
07.02.01,Pinturerias Centro-Stores(102),Wholesale Trade-Nondurable Goods,Argentina,ICI PLC,Chemicals and Allied Products,United Kingdom,100.00,100.0,,"ICI
ICI",,900455,
11.05.01,Heysham Port(Sea Containers),Transportation and Shipping (except air),United Kingdom,Mersey Docks & Harbour Co,Transportation and Shipping (except air),United Kingdom,100.00,100.0,36.35,MDK,,506163,
11.09.01,Montana Group NZ Ltd,"Agriculture, Forestry, and Fishing",New Zealand,Allied Domecq PLC,Food and Kindred Products,United Kingdom,73.71,100.0,391.562,"ALLD
ALLD
ALLD",CILW,900232,280125
07.02.01,Omnipless(Pty)Ltd,Communications Equipment,South Africa,Cobham PLC,Aerospace and Aircraft,United Kingdom,100.00,100.0,58.58,COB,,904313,
07.02.01,Saitomo Fin Svcs-Auto Fin Rec,Real Estate; Mortgage Bankers and Brokers,India,Standard Chartered Bank PLC,"Commercial Banks, Bank Holding Companies",United Kingdom,100.00,100.0,.926,45JQ,,,
17.04.01,Whitecliff Properties Ltd,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Land Securities PLC,Real Estate; Mortgage Bankers and Brokers,United Kingdom,100.00,100.0,87.51,LAND,,901598,
08.02.01,Dunnhumby Ltd,Business Services,United Kingdom,Tesco PLC,Retail Trade-Food Stores,United Kingdom,53.00,53.0,,"TSCDY
TSCO",,900803,
29.03.01,Evolution Capital Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,EVC Christows PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,18.053,EVC.L,,897709,
08.02.01,HS Publishing Group Ltd,"Printing, Publishing, and Allied Services",United Kingdom,Charterhouse Communications,"Printing, Publishing, and Allied Services",United Kingdom,100.00,100.0,8.536,CHO,,882671,
08.02.01,Holbert Estimating Systems Ltd,Prepackaged Software,United Kingdom,Innovation Group PLC,Business Services,United Kingdom,100.00,100.0,22.082,TIG,,290355,
05.03.01,LyrickCorp,Motion Picture Production and Distribution,United States,HIT Entertainment PLC,Motion Picture Production and Distribution,United Kingdom,100.00,100.0,275.00,HTE,,882047,
08.02.01,Omnexus,Miscellaneous Retail Trade,Switzerland,Ellis & Everard PLC,Chemicals and Allied Products,United Kingdom,,,,EEVL,,905560,
08.02.01,PAT Holdings Ltd,Computer and Office Equipment,United Kingdom,Transacsys PLC,Machinery,United Kingdom,100.00,100.0,2.326,,,888478,
09.02.01,Music Is It Ltd-Probe Division,Business Services,United Kingdom,Synthetic Dimensions PLC,Business Services,United Kingdom,100.00,100.0,.91,,,,
07.03.01,Paradise Datacom Ltd,Communications Equipment,United Kingdom,Intelek PLC,Electronic and Electrical Equipment,United Kingdom,100.00,100.0,26.429,ITK.L,,901451,
09.02.01,Somerford Leased Homes Ltd,Health Services,United Kingdom,NHP PLC,Health Services,United Kingdom,100.00,100.0,1.311,NHP,,135197,
09.02.01,Wolverhampton Area Radio Ltd,Radio and Television Broadcasting Stations,United Kingdom,Forever Broadcasting PLC,Radio and Television Broadcasting Stations,United Kingdom,100.00,100.0,7.393,FOB,,298987,
12.02.01,Advanced Personnel Technology,Business Services,United Kingdom,SHL Group PLC,Business Services,United Kingdom,100.00,100.0,7.945,SLGL,,,
07.03.01,Braemar Shipbrokers Ltd,Transportation and Shipping (except air),United Kingdom,Seascope Shipping Holdings,Transportation and Shipping (except air),United Kingdom,100.00,100.0,24.478,SPH,,898792,
12.02.01,Change Partnership Ltd,Business Services,United Kingdom,Whitehead Mann Group PLC,Business Services,United Kingdom,100.00,100.0,11.989,WHT,,888577,
12.02.01,CSols PLC,Prepackaged Software,United Kingdom,Axiomlab PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,24.00,24.0,.697,AXM,,299383,
01.03.01,e.plan Ltd,Business Services,United Kingdom,Media Square PLC,Business Services,United Kingdom,100.00,100.0,5.922,MSQ,,264509,
12.02.01,Rider 2 Invest Capital Corp,Insurance,Canada,Caffyns PLC,Miscellaneous Retail Trade,United Kingdom,100.00,100.0,2.324,CFYN,RIDR,900953,
12.02.01,John Hughes Ltd,Wholesale Trade-Durable Goods,United Kingdom,SIG PLC,Wholesale Trade-Durable Goods,United Kingdom,100.00,100.0,,SHI,,946054,
09.03.01,One 2 One GmbH,Business Services,Germany,Magic Moments Internet PLC,Business Services,United Kingdom,51.00,51.0,6.165,MMI.L,,670163,
30.05.01,Selecta Group,Miscellaneous Retail Trade,Switzerland,Compass Group PLC,Retail Trade-Eating and Drinking Places,United Kingdom,66.70,100.0,544.78,"CMPGY
CPG",SELEC,255049,
12.02.01,Thomas Bermingham Contractors,Construction Firms,United Kingdom,Enterprise PLC,Business Services,United Kingdom,100.00,100.0,8.897,ETR,,506921,
13.02.01,Corporacion Jaboneria Nacional,"Soaps, Cosmetics, and Personal-Care Products",Ecuador,Unilever PLC,Food and Kindred Products,United Kingdom,20.00,100.0,,"UL
ULVR
UNA",,900789,
30.04.01,SDCi Ltd,Advertising Services,Bermuda,Media Content PLC,Wholesale Trade-Nondurable Goods,United Kingdom,100.00,100.0,3.899,,,686526,
09.03.01,SDA Group,Communications Equipment,United Kingdom,IES Group PLC,Wholesale Trade-Durable Goods,United Kingdom,100.00,100.0,9.602,,,135083,
14.02.01,Australia.com Pty Ltd,Business Services,Australia,Affinity Internet Holdings PLC,Business Services,United Kingdom,43.38,52.0,1.179,AIH.L,,697489,
31.05.01,C&B Publishing PLC,"Printing, Publishing, and Allied Services",United Kingdom,Chrysalis Group PLC,"Printing, Publishing, and Allied Services",United Kingdom,100.00,100.0,3.093,CHS,CBP,51868P,888291
14.02.01,Dunhill Mgmt Svcs Group Pty,Business Services,Australia,Robert Walters PLC,Business Services,United Kingdom,100.00,100.0,18.575,RWA,,296744,
14.02.01,Gordon & Breach Publishing,"Printing, Publishing, and Allied Services",United States,Taylor & Francis Group PLC,"Printing, Publishing, and Allied Services",United Kingdom,100.00,100.0,31.50,TFG,,940283,
03.04.01,Kiss.com,Personal Services,United States,UDATE.com Inc,Personal Services,United Kingdom,100.00,100.0,19.10,UDAT,,286023,
02.03.01,Manx(Crawley)Ltd(Netcentric),Real Estate; Mortgage Bankers and Brokers,United Kingdom,Eurocity Properties PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,.813,,,290688,
14.02.01,Power Sonic-Manufacturing,Electronic and Electrical Equipment,Mexico,Invensys PLC,"Measuring, Medical, Photo Equipment; Clocks",United Kingdom,100.00,100.0,28.00,ISYS,,905110,
